Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.288585662841797,24.757340164944214,23.848711151343018,24.746231563593415,212818400
2015-01-05,23.604333877563477,24.137514464137663,23.41772160447641,24.057537291404817,257142000
2015-01-06,23.606552124023438,23.86647704595982,23.24443284626176,23.668756205006424,263188400
2015-01-07,23.93756866455078,24.03753927102304,23.704301656203306,23.815380861143215,160423600
2015-01-08,24.857303619384766,24.915065278846953,24.148617770201092,24.26636314774089,237458000
2015-01-09,24.88396453857422,25.1594404985909,24.48407871360307,25.03058821110751,214798000
2015-01-12,24.270811080932617,25.02170604470176,24.170840454682892,25.015041562276377,198603200
2015-01-13,24.48630142211914,25.059470554809714,24.195274433127043,24.755112908008694,268367600
2015-01-14,24.392993927001953,24.54628207628489,24.10418731802887,24.22415306198996,195826400
2015-01-15,23.73096466064453,24.450757536747712,23.695420191359318,24.43742857263256,240056000
2015-01-16,23.54656982421875,23.89980258382863,23.371064473774545,23.777614778160455,314053200
2015-01-20,24.153066635131836,24.20860624689587,23.659874611477722,23.9575661169644,199599600
2015-01-21,24.337467193603516,24.672925347404558,24.053102856667703,24.20417072209749,194303600
2015-01-22,24.970613479614258,24.986164505409786,24.375228685688032,24.49519446822556,215185600
2015-01-23,25.09946060180664,25.270521850097733,24.77732985576787,24.9483927989933,185859200
2015-01-26,25.126117706298828,25.406037798361062,25.059471195287816,25.268298963710123,222460000
2015-01-27,24.24637222290039,24.9883823005039,24.221934658687033,24.975051641429268,382274800
2015-01-28,25.617094039916992,26.241360527450066,25.617094039916992,26.132501650819865,585908400
2015-01-29,26.414634704589844,26.47906084545902,25.672624750212208,25.84146561266473,337745600
2015-01-30,26.0280818939209,26.659011007530673,25.959211629596137,26.30355786641712,334982000
2015-02-02,26.354656219482422,26.474621985447392,25.788153190960248,26.225805607091413,250956400
2015-02-03,26.359094619750977,26.456843163643637,26.128049679300354,26.325770520611485,207662800
2015-02-04,26.561264038085938,26.77231558491817,26.283565972465485,26.32577662081883,280598800
2015-02-05,26.75084114074707,26.81552154981854,26.596946315658972,26.768682662651635,168984800
2015-02-06,26.52558135986328,26.819987810802562,26.418523695147247,26.768688956503997,174826400
2015-02-09,26.70177459716797,26.72853773231023,26.414058983023832,26.440823819789642,155559200
2015-02-10,27.214754104614258,27.243749769386245,26.79991020192898,26.802139328739504,248034000
2015-02-11,27.852636337280273,27.861557949851104,27.32181315149291,27.382031909316506,294247200
2015-02-12,28.20503044128418,28.43252729217205,28.006529254667925,28.115816023320768,297898000
2015-02-13,28.34331512451172,28.387921486223178,28.024374703566266,28.387921486223178,217088800
2015-02-17,28.510589599609375,28.744777236769618,28.307626753854027,28.434756747894973,252609600
2015-02-18,28.709089279174805,28.72247084575238,28.425833641377697,28.465980042733847,179566800
2015-02-19,28.64887237548828,28.778233207175422,28.622109239017583,28.655563159605954,149449600
2015-02-20,28.883058547973633,28.883058547973633,28.559658186966203,28.68678648192903,195793600
2015-02-23,29.6636905670166,29.6636905670166,28.918753590609413,28.999046423010963,283896400
2015-02-24,29.47854995727539,29.79749193293198,29.255514848206275,29.6502879441674,276912400
2015-02-25,28.724699020385742,29.351430728053582,28.5819566428779,29.342507415133056,298846800
2015-02-26,29.0882568359375,29.18862201757859,28.238493079729604,28.72470829015649,365150000
2015-02-27,28.65110969543457,29.121714208785342,28.60204166820385,28.994582482801793,248059200
2015-03-02,28.791608810424805,29.057021202929167,28.615412526417927,28.8272952538238,192386800
2015-03-03,28.85183334350586,28.887519791957846,28.56857768919465,28.76262062562293,151265200
2015-03-04,28.668943405151367,28.89644026439813,28.61987879163452,28.79384597716231,126665200
2015-03-05,28.193883895874023,28.715785510904464,28.048910657824322,28.677869930658407,226068400
2015-03-06,28.236257553100586,28.854064342812634,28.160426397654298,28.637719914497385,291368400
2015-03-09,28.356691360473633,28.898668592933195,27.892777798765373,28.53958013169779,354114000
2015-03-10,27.77010726928711,28.374532327389144,27.611752515463166,28.19387439867593,275426400
2015-03-11,27.263822555541992,27.8281013430904,27.234828591930793,27.823641387774657,275756000
2015-03-12,27.756736755371094,27.857103640919263,27.12777740544024,27.27944144663894,193450800
2015-03-13,27.56492042541504,27.96861530732183,27.33965609143995,27.74558010024849,207309200
2015-03-16,27.86824607849121,27.86824607849121,27.40433418037639,27.629598495237378,143497200
2015-03-17,28.33439826965332,28.396847867185123,28.024379409317653,28.080138221631607,204092400
2015-03-18,28.65332794189453,28.807222750382593,28.184954435358183,28.325465976832106,261083600
2015-03-19,28.436996459960938,28.82730817607805,28.41469327365048,28.71579054290173,183238000
2015-03-20,28.08013343811035,28.63771976463974,27.915087858231676,28.604265844249458,274780400
2015-03-23,28.3723087310791,28.515051128701085,28.218413892358317,28.352236379049575,150838800
2015-03-24,28.256330490112305,28.557425973040104,28.227334824603673,28.376769704257562,131369200
2015-03-25,27.518081665039062,28.285323278086906,27.518081665039062,28.22287369593157,206620800
2015-03-26,27.70989418029785,27.852636579424896,27.344116569831844,27.379803020425417,190291600
2015-03-27,27.489093780517578,27.81249420316824,27.41326261445423,27.78350023407764,158184800
2015-03-30,28.184951782226562,28.191642564292174,27.656357877942852,27.667510315800946,188398800
2015-03-31,27.752267837524414,28.211719769136778,27.73665544280817,28.122505355776788,168362400
2015-04-01,27.712125778198242,27.906167030034535,27.455634937713125,27.839255784125836,162485600
2015-04-02,27.950773239135742,28.004301214594047,27.69874405729689,27.88609282221278,128880400
2015-04-06,28.403532028198242,28.439218476535938,27.729966481247576,27.761191272731303,148776000
2015-04-07,28.10466766357422,28.575270397460066,28.097976879444715,28.46821444814077,140049200
2015-04-08,28.013221740722656,28.191650587493417,27.87271017248661,28.06898054263557,149316800
2015-04-09,28.227336883544922,28.231798540851795,27.803571327071094,28.06898208162467,129936000
2015-04-10,28.347776412963867,28.372310423545866,27.937392420726322,28.09128556700355,160752000
2015-04-13,28.29201889038086,28.675641464002826,28.23849091105807,28.631031694923568,145460400
2015-04-14,28.16935157775879,28.390155989571237,28.08236797002589,28.325475565580955,102098400
2015-04-15,28.276397705078125,28.354459671837148,28.10466137820827,28.193875783771407,115881600
2015-04-16,28.140352249145508,28.34777506407189,28.126970680964327,28.16488625856008,113476000
2015-04-17,27.823644638061523,28.133663468239483,27.758964217874386,28.002073500758712,207828000
2015-04-20,28.45929527282715,28.57527284479324,27.917319590812674,28.006534023968626,188217200
2015-04-21,28.305400848388672,28.593114787416958,28.251871169925256,28.570813307159423,129740400
2015-04-22,28.68678855895996,28.74254736328277,28.173808580164312,28.32324176735976,150618000
2015-04-23,28.920976638793945,29.08825305419757,28.579733023630347,28.615419475695823,183083600
2015-04-24,29.05702018737793,29.13508385417906,28.82283259022097,29.103859068107898,178103600
2015-04-27,29.585615158081055,29.692674494429287,29.25106238929802,29.50978401393612,387816800
2015-04-28,29.119468688964844,30.007147634564358,28.89866606816726,29.98930781739079,475696000
2015-04-29,28.691247940063477,29.349201098226022,28.615416788979697,29.030262396360513,253544400
2015-04-30,27.91285514831543,28.691247506698144,27.785725154530155,28.691247506698144,332781600
2015-05-01,28.76038932800293,29.023572642555443,27.94631218188357,28.12473932691889,234050400
2015-05-04,28.704633712768555,29.121711911325708,28.606497666049226,28.88306257923574,203953200
2015-05-05,28.057828903198242,28.648870823217013,28.053367246279116,28.581959582418435,197085600
2015-05-06,27.88162612915039,28.269706835286797,27.513617770851592,28.22732960990973,288564000
2015-05-07,28.054086685180664,28.23773942450763,27.776366574993446,27.944341703965602,175763600
2015-05-08,28.5826473236084,28.5826473236084,28.244456933474385,28.3721179576171,222201600
2015-05-11,28.29149055480957,28.569208952019615,28.136952891723745,28.531135000130202,168143200
2015-05-12,28.190706253051758,28.416911527049663,27.955540391837726,28.130234250462387,192640000
2015-05-13,28.222061157226562,28.486342089006992,28.190705937246793,28.25341637720633,138776800
2015-05-14,28.880523681640625,28.880523681640625,28.479624536905582,28.535616247578584,180814000
2015-05-15,28.840213775634766,29.001470189666254,28.71479287971319,28.90740451772507,152832000
2015-05-18,29.158248901367188,29.276951075377166,28.748389097394412,28.752869391922168,203531600
2015-05-19,29.131364822387695,29.312777392972247,29.035057316328558,29.27022315197837,178532800
2015-05-20,29.129121780395508,29.33517082855788,28.96786540923153,29.11568431904221,145819600
2015-05-21,29.427000045776367,29.48075331231974,29.077612356900513,29.131365623443884,158921600
2015-05-22,29.684560775756836,29.78086828529664,29.42923873802828,29.474034835932816,182384000
2015-05-26,29.03057861328125,29.767431377512352,28.91859520135844,29.698002208914215,282790400
2015-05-27,29.572580337524414,29.621853316200642,29.12688850876601,29.191837389314056,183332800
2015-05-28,29.514354705810547,29.552428664712256,29.36205887020371,29.532272466022526,122933200
2015-05-29,29.178396224975586,29.440436986994744,29.093287742153812,29.39116401456765,203538000
2015-06-01,29.23663902282715,29.427012263931996,29.126897423747,29.178408856324697,128451200
2015-06-02,29.106733322143555,29.26350943361036,28.963394674879204,29.08433527016419,134670400
2015-06-03,29.142559051513672,29.326213468709096,29.09328608189842,29.26350303782826,123934000
2015-06-04,28.972347259521484,29.245587046600015,28.871562876492078,29.021620232106947,153800400
2015-06-05,28.813337326049805,29.04626479164238,28.74838843547809,29.003710538267008,142507200
2015-06-08,28.622961044311523,28.93875508914068,28.405712949709557,28.869322502416942,210699200
2015-06-09,28.537857055664062,28.685676004307577,28.134717730578338,28.376600642137156,224301600
2015-06-10,28.86484718322754,28.967870014957672,28.63415990468766,28.649837515002858,156349200
2015-06-11,28.799894332885742,29.1560007783716,28.77525784447374,28.932033944612545,141563600
